South Korea, Cohort fertility rates by birth cohort, age and birth order (horizontal parallelograms, age in completed years (ACY))
Last modified: 21/01/2025
Cohort  Age        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1959     30           .           .           .           .           .           .
1959     31           .           .           .           .           .           .
1959     32           .           .           .           .           .           .
1959     33           .           .           .           .           .           .
1959     34           .           .           .           .           .           .
1959     35           .           .           .           .           .           .
1959     36           .           .           .           .           .           .
1959     37           .           .           .           .           .           .
1959     38           .           .           .           .           .           .
1959     39           .           .           .           .           .           .
1959     40           .           .           .           .           .           .
1959     41     0.00333     0.00109     0.00100     0.00091     0.00024     0.00009
1959     42     0.00202     0.00069     0.00058     0.00051     0.00017     0.00006
1959     43     0.00128     0.00050     0.00035     0.00029     0.00010     0.00004
1959     44     0.00078     0.00031     0.00019     0.00017     0.00008     0.00003
1959     45     0.00041     0.00017     0.00008     0.00010     0.00003     0.00002
1959     46     0.00026     0.00009     0.00005     0.00008     0.00002     0.00002
1959     47     0.00014     0.00006     0.00004     0.00003     0.00001     0.00001
1959     48     0.00009     0.00003     0.00002     0.00002     0.00002     0.00001
1959     49     0.00005     0.00002     0.00001     0.00002     0.00001     0.00000
1959     50     0.00005     0.00001     0.00001     0.00002     0.00001     0.00000
1959     51     0.00005     0.00001     0.00001     0.00002     0.00001     0.00000
1959     52     0.00002     0.00001     0.00000     0.00001     0.00000     0.00000
1959     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1959     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1959     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1960     12-          .           .           .           .           .           .
1960     13           .           .           .           .           .           .
1960     14           .           .           .           .           .           .
1960     15           .           .           .           .           .           .
1960     16           .           .           .           .           .           .
1960     17           .           .           .           .           .           .
1960     18           .           .           .           .           .           .
1960     19           .           .           .           .           .           .
1960     20           .           .           .           .           .           .
1960     21           .           .           .           .           .           .
1960     22           .           .           .           .           .           .
1960     23           .           .           .           .           .           .
1960     24           .           .           .           .           .           .
1960     25           .           .           .           .           .           .
1960     26           .           .           .           .           .           .
1960     27           .           .           .           .           .           .
1960     28           .           .           .           .           .           .
1960     29           .           .           .           .           .           .
1960     30           .           .           .           .           .           .
1960     31           .           .           .           .           .           .
1960     32           .           .           .           .           .           .
1960     33           .           .           .           .           .           .
1960     34           .           .           .           .           .           .
1960     35           .           .           .           .           .           .
1960     36           .           .           .           .           .           .
1960     37           .           .           .           .           .           .
1960     38           .           .           .           .           .           .
1960     39           .           .           .           .           .           .
1960     40     0.00519     0.00157     0.00171     0.00140     0.00038     0.00013
1960     41     0.00329     0.00112     0.00097     0.00088     0.00024     0.00008
1960     42     0.00207     0.00072     0.00059     0.00055     0.00015     0.00006
1960     43     0.00126     0.00044     0.00035     0.00034     0.00009     0.00005
1960     44     0.00077     0.00028     0.00019     0.00020     0.00007     0.00003
1960     45     0.00039     0.00016     0.00008     0.00010     0.00004     0.00001
1960     46     0.00024     0.00008     0.00005     0.00007     0.00003     0.00001
1960     47     0.00011     0.00005     0.00002     0.00003     0.00001     0.00001
1960     48     0.00007     0.00002     0.00001     0.00002     0.00001     0.00001
1960     49     0.00004     0.00002     0.00001     0.00001     0.00000     0.00000
1960     50     0.00007     0.00001     0.00001     0.00002     0.00001     0.00001
1960     51     0.00004     0.00001     0.00001     0.00001     0.00001     0.00001
1960     52     0.00002     0.00000     0.00000     0.00001     0.00000     0.00000
1960     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1960     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1960     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1961     12-          .           .           .           .           .           .
1961     13           .           .           .           .           .           .
1961     14           .           .           .           .           .           .
1961     15           .           .           .           .           .           .
1961     16           .           .           .           .           .           .
1961     17           .           .           .           .           .           .
1961     18           .           .           .           .           .           .
1961     19           .           .           .           .           .           .
1961     20           .           .           .           .           .           .
1961     21           .           .           .           .           .           .
1961     22           .           .           .           .           .           .
1961     23           .           .           .           .           .           .
1961     24           .           .           .           .           .           .
1961     25           .           .           .           .           .           .
1961     26           .           .           .           .           .           .
1961     27           .           .           .           .           .           .
1961     28           .           .           .           .           .           .
1961     29           .           .           .           .           .           .
1961     30           .           .           .           .           .           .
1961     31           .           .           .           .           .           .
1961     32           .           .           .           .           .           .
1961     33           .           .           .           .           .           .
1961     34           .           .           .           .           .           .
1961     35           .           .           .           .           .           .
1961     36           .           .           .           .           .           .
1961     37           .           .           .           .           .           .
1961     38           .           .           .           .           .           .
1961     39     0.00761     0.00221     0.00256     0.00219     0.00052     0.00013
1961     40     0.00496     0.00154     0.00160     0.00135     0.00036     0.00011
1961     41     0.00321     0.00109     0.00097     0.00084     0.00023     0.00008
1961     42     0.00217     0.00074     0.00060     0.00061     0.00016     0.00007
1961     43     0.00123     0.00043     0.00033     0.00034     0.00008     0.00005
1961     44     0.00072     0.00027     0.00019     0.00018     0.00006     0.00003
1961     45     0.00036     0.00014     0.00008     0.00008     0.00004     0.00001
1961     46     0.00018     0.00007     0.00004     0.00005     0.00001     0.00001
1961     47     0.00009     0.00004     0.00001     0.00003     0.00001     0.00000
1961     48     0.00006     0.00003     0.00001     0.00002     0.00001     0.00000
1961     49     0.00006     0.00002     0.00001     0.00001     0.00001     0.00000
1961     50     0.00006     0.00001     0.00001     0.00002     0.00001     0.00001
1961     51     0.00003     0.00001     0.00000     0.00001     0.00000     0.00000
1961     52     0.00001     0.00000     0.00000     0.00001     0.00000     0.00000
1961     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1961     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1961     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1962     12-          .           .           .           .           .           .
1962     13           .           .           .           .           .           .
1962     14           .           .           .           .           .           .
1962     15           .           .           .           .           .           .
1962     16           .           .           .           .           .           .
1962     17           .           .           .           .           .           .
1962     18           .           .           .           .           .           .
1962     19           .           .           .           .           .           .
1962     20           .           .           .           .           .           .
1962     21           .           .           .           .           .           .
1962     22           .           .           .           .           .           .
1962     23           .           .           .           .           .           .
1962     24           .           .           .           .           .           .
1962     25           .           .           .           .           .           .
1962     26           .           .           .           .           .           .
1962     27           .           .           .           .           .           .
1962     28           .           .           .           .           .           .
1962     29           .           .           .           .           .           .
1962     30           .           .           .           .           .           .
1962     31           .           .           .           .           .           .
1962     32           .           .           .           .           .           .
1962     33           .           .           .           .           .           .
1962     34           .           .           .           .           .           .
1962     35           .           .           .           .           .           .
1962     36           .           .           .           .           .           .
1962     37           .           .           .           .           .           .
1962     38     0.01164     0.00316     0.00420     0.00341     0.00068     0.00019
1962     39     0.00784     0.00233     0.00263     0.00225     0.00050     0.00013
1962     40     0.00525     0.00165     0.00167     0.00149     0.00034     0.00010
1962     41     0.00342     0.00115     0.00104     0.00092     0.00023     0.00008
1962     42     0.00227     0.00076     0.00059     0.00065     0.00021     0.00006
1962     43     0.00123     0.00043     0.00030     0.00036     0.00010     0.00004
1962     44     0.00074     0.00026     0.00020     0.00020     0.00006     0.00002
1962     45     0.00038     0.00014     0.00009     0.00010     0.00004     0.00002
1962     46     0.00016     0.00006     0.00003     0.00004     0.00002     0.00001
1962     47     0.00012     0.00005     0.00002     0.00003     0.00001     0.00000
1962     48     0.00008     0.00004     0.00001     0.00003     0.00001     0.00000
1962     49     0.00007     0.00003     0.00001     0.00002     0.00001     0.00000
1962     50     0.00004     0.00001     0.00000     0.00002     0.00001     0.00000
1962     51     0.00002     0.00000     0.00000     0.00001     0.00000     0.00000
1962     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1962     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1962     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1962     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1963     12-          .           .           .           .           .           .
1963     13           .           .           .           .           .           .
1963     14           .           .           .           .           .           .
1963     15           .           .           .           .           .           .
1963     16           .           .           .           .           .           .
1963     17           .           .           .           .           .           .
1963     18           .           .           .           .           .           .
1963     19           .           .           .           .           .           .
1963     20           .           .           .           .           .           .
1963     21           .           .           .           .           .           .
1963     22           .           .           .           .           .           .
1963     23           .           .           .           .           .           .
1963     24           .           .           .           .           .           .
1963     25           .           .           .           .           .           .
1963     26           .           .           .           .           .           .
1963     27           .           .           .           .           .           .
1963     28           .           .           .           .           .           .
1963     29           .           .           .           .           .           .
1963     30           .           .           .           .           .           .
1963     31           .           .           .           .           .           .
1963     32           .           .           .           .           .           .
1963     33           .           .           .           .           .           .
1963     34           .           .           .           .           .           .
1963     35           .           .           .           .           .           .
1963     36           .           .           .           .           .           .
1963     37     0.01719     0.00442     0.00634     0.00536     0.00087     0.00020
1963     38     0.01166     0.00338     0.00407     0.00336     0.00069     0.00016
1963     39     0.00805     0.00242     0.00276     0.00227     0.00047     0.00014
1963     40     0.00558     0.00178     0.00177     0.00158     0.00035     0.00010
1963     41     0.00363     0.00119     0.00107     0.00102     0.00026     0.00009
1963     42     0.00234     0.00078     0.00062     0.00068     0.00020     0.00006
1963     43     0.00136     0.00044     0.00034     0.00042     0.00012     0.00005
1963     44     0.00084     0.00027     0.00020     0.00025     0.00008     0.00003
1963     45     0.00043     0.00016     0.00010     0.00012     0.00003     0.00003
1963     46     0.00021     0.00009     0.00004     0.00006     0.00001     0.00001
1963     47     0.00015     0.00006     0.00003     0.00004     0.00001     0.00001
1963     48     0.00009     0.00003     0.00002     0.00003     0.00001     0.00000
1963     49     0.00003     0.00002     0.00000     0.00001     0.00000     0.00000
1963     50     0.00002     0.00000     0.00000     0.00001     0.00000     0.00000
1963     51     0.00002     0.00000     0.00000     0.00001     0.00000     0.00000
1963     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1963     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1963     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1963     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1964     12-          .           .           .           .           .           .
1964     13           .           .           .           .           .           .
1964     14           .           .           .           .           .           .
1964     15           .           .           .           .           .           .
1964     16           .           .           .           .           .           .
1964     17           .           .           .           .           .           .
1964     18           .           .           .           .           .           .
1964     19           .           .           .           .           .           .
1964     20           .           .           .           .           .           .
1964     21           .           .           .           .           .           .
1964     22           .           .           .           .           .           .
1964     23           .           .           .           .           .           .
1964     24           .           .           .           .           .           .
1964     25           .           .           .           .           .           .
1964     26           .           .           .           .           .           .
1964     27           .           .           .           .           .           .
1964     28           .           .           .           .           .           .
1964     29           .           .           .           .           .           .
1964     30           .           .           .           .           .           .
1964     31           .           .           .           .           .           .
1964     32           .           .           .           .           .           .
1964     33           .           .           .           .           .           .
1964     34           .           .           .           .           .           .
1964     35           .           .           .           .           .           .
1964     36     0.02211     0.00532     0.00890     0.00668     0.00101     0.00020
1964     37     0.01534     0.00402     0.00576     0.00461     0.00078     0.00017
1964     38     0.01087     0.00314     0.00386     0.00312     0.00061     0.00015
1964     39     0.00790     0.00242     0.00269     0.00218     0.00048     0.00012
1964     40     0.00528     0.00169     0.00166     0.00145     0.00038     0.00011
1964     41     0.00344     0.00110     0.00098     0.00102     0.00025     0.00009
1964     42     0.00233     0.00080     0.00065     0.00062     0.00019     0.00008
1964     43     0.00137     0.00046     0.00039     0.00036     0.00013     0.00004
1964     44     0.00079     0.00027     0.00018     0.00022     0.00008     0.00003
1964     45     0.00043     0.00016     0.00010     0.00012     0.00003     0.00002
1964     46     0.00024     0.00010     0.00005     0.00006     0.00002     0.00001
1964     47     0.00011     0.00004     0.00003     0.00002     0.00001     0.00001
1964     48     0.00005     0.00002     0.00001     0.00001     0.00001     0.00000
1964     49     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
1964     50     0.00002     0.00001     0.00000     0.00001     0.00000     0.00000
1964     51     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1964     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1964     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1964     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1964     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1965     12-          .           .           .           .           .           .
1965     13           .           .           .           .           .           .
1965     14           .           .           .           .           .           .
1965     15           .           .           .           .           .           .
1965     16           .           .           .           .           .           .
1965     17           .           .           .           .           .           .
1965     18           .           .           .           .           .           .
1965     19           .           .           .           .           .           .
1965     20           .           .           .           .           .           .
1965     21           .           .           .           .           .           .
1965     22           .           .           .           .           .           .
1965     23           .           .           .           .           .           .
1965     24           .           .           .           .           .           .
1965     25           .           .           .           .           .           .
1965     26           .           .           .           .           .           .
1965     27           .           .           .           .           .           .
1965     28           .           .           .           .           .           .
1965     29           .           .           .           .           .           .
1965     30           .           .           .           .           .           .
1965     31           .           .           .           .           .           .
1965     32           .           .           .           .           .           .
1965     33           .           .           .           .           .           .
1965     34           .           .           .           .           .           .
1965     35     0.03056     0.00749     0.01283     0.00891     0.00114     0.00020
1965     36     0.02158     0.00557     0.00866     0.00629     0.00091     0.00015
1965     37     0.01544     0.00415     0.00594     0.00446     0.00072     0.00018
1965     38     0.01138     0.00329     0.00404     0.00328     0.00062     0.00014
1965     39     0.00799     0.00242     0.00272     0.00224     0.00050     0.00010
1965     40     0.00552     0.00173     0.00175     0.00153     0.00039     0.00012
1965     41     0.00389     0.00124     0.00114     0.00113     0.00028     0.00009
1965     42     0.00245     0.00081     0.00069     0.00066     0.00022     0.00007
1965     43     0.00141     0.00045     0.00041     0.00037     0.00013     0.00005
1965     44     0.00086     0.00027     0.00022     0.00025     0.00007     0.00005
1965     45     0.00049     0.00017     0.00011     0.00014     0.00005     0.00002
1965     46     0.00025     0.00010     0.00005     0.00006     0.00003     0.00001
1965     47     0.00007     0.00001     0.00002     0.00002     0.00001     0.00001
1965     48     0.00004     0.00001     0.00001     0.00001     0.00001     0.00000
1965     49     0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
1965     50     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1965     51     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1965     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1965     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1965     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1965     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1966     12-          .           .           .           .           .           .
1966     13           .           .           .           .           .           .
1966     14           .           .           .           .           .           .
1966     15           .           .           .           .           .           .
1966     16           .           .           .           .           .           .
1966     17           .           .           .           .           .           .
1966     18           .           .           .           .           .           .
1966     19           .           .           .           .           .           .
1966     20           .           .           .           .           .           .
1966     21           .           .           .           .           .           .
1966     22           .           .           .           .           .           .
1966     23           .           .           .           .           .           .
1966     24           .           .           .           .           .           .
1966     25           .           .           .           .           .           .
1966     26           .           .           .           .           .           .
1966     27           .           .           .           .           .           .
1966     28           .           .           .           .           .           .
1966     29           .           .           .           .           .           .
1966     30           .           .           .           .           .           .
1966     31           .           .           .           .           .           .
1966     32           .           .           .           .           .           .
1966     33           .           .           .           .           .           .
1966     34     0.04219     0.00991     0.01949     0.01135     0.00125     0.00019
1966     35     0.02995     0.00768     0.01287     0.00819     0.00105     0.00017
1966     36     0.02184     0.00588     0.00889     0.00609     0.00084     0.00015
1966     37     0.01623     0.00453     0.00625     0.00453     0.00074     0.00019
1966     38     0.01153     0.00338     0.00409     0.00324     0.00068     0.00014
1966     39     0.00823     0.00241     0.00282     0.00235     0.00053     0.00013
1966     40     0.00622     0.00196     0.00199     0.00174     0.00041     0.00013
1966     41     0.00429     0.00130     0.00132     0.00126     0.00031     0.00010
1966     42     0.00250     0.00081     0.00072     0.00070     0.00021     0.00006
1966     43     0.00159     0.00049     0.00044     0.00045     0.00015     0.00006
1966     44     0.00094     0.00029     0.00025     0.00026     0.00010     0.00004
1966     45     0.00051     0.00017     0.00011     0.00014     0.00006     0.00002
1966     46     0.00020     0.00007     0.00004     0.00005     0.00003     0.00001
1966     47     0.00007     0.00001     0.00002     0.00003     0.00002     0.00000
1966     48     0.00003     0.00001     0.00001     0.00001     0.00001     0.00000
1966     49     0.00003     0.00001     0.00000     0.00000     0.00000     0.00000
1966     50     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1966     51     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1966     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1966     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1966     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1966     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     12-          .           .           .           .           .           .
1967     13           .           .           .           .           .           .
1967     14           .           .           .           .           .           .
1967     15           .           .           .           .           .           .
1967     16           .           .           .           .           .           .
1967     17           .           .           .           .           .           .
1967     18           .           .           .           .           .           .
1967     19           .           .           .           .           .           .
1967     20           .           .           .           .           .           .
1967     21           .           .           .           .           .           .
1967     22           .           .           .           .           .           .
1967     23           .           .           .           .           .           .
1967     24           .           .           .           .           .           .
1967     25           .           .           .           .           .           .
1967     26           .           .           .           .           .           .
1967     27           .           .           .           .           .           .
1967     28           .           .           .           .           .           .
1967     29           .           .           .           .           .           .
1967     30           .           .           .           .           .           .
1967     31           .           .           .           .           .           .
1967     32           .           .           .           .           .           .
1967     33     0.05617     0.01350     0.02842     0.01294     0.00114     0.00016
1967     34     0.03915     0.00973     0.01862     0.00964     0.00101     0.00016
1967     35     0.02904     0.00775     0.01278     0.00744     0.00092     0.00015
1967     36     0.02207     0.00614     0.00904     0.00587     0.00085     0.00017
1967     37     0.01621     0.00455     0.00625     0.00447     0.00079     0.00015
1967     38     0.01177     0.00344     0.00430     0.00321     0.00068     0.00014
1967     39     0.00897     0.00275     0.00308     0.00247     0.00052     0.00016
1967     40     0.00655     0.00207     0.00216     0.00179     0.00040     0.00013
1967     41     0.00425     0.00122     0.00133     0.00126     0.00032     0.00011
1967     42     0.00279     0.00089     0.00082     0.00075     0.00024     0.00008
1967     43     0.00171     0.00054     0.00047     0.00047     0.00017     0.00006
1967     44     0.00093     0.00029     0.00024     0.00026     0.00010     0.00004
1967     45     0.00047     0.00013     0.00012     0.00013     0.00006     0.00003
1967     46     0.00016     0.00004     0.00004     0.00005     0.00001     0.00001
1967     47     0.00006     0.00001     0.00002     0.00002     0.00001     0.00000
1967     48     0.00002     0.00000     0.00000     0.00001     0.00000     0.00000
1967     49     0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
1967     50     0.00001     0.00001     0.00001     0.00000     0.00000     0.00000
1967     51     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
1967     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1968     12-          .           .           .           .           .           .
1968     13           .           .           .           .           .           .
1968     14           .           .           .           .           .           .
1968     15           .           .           .           .           .           .
1968     16           .           .           .           .           .           .
1968     17           .           .           .           .           .           .
1968     18           .           .           .           .           .           .
1968     19           .           .           .           .           .           .
1968     20           .           .           .           .           .           .
1968     21           .           .           .           .           .           .
1968     22           .           .           .           .           .           .
1968     23           .           .           .           .           .           .
1968     24           .           .           .           .           .           .
1968     25           .           .           .           .           .           .
1968     26           .           .           .           .           .           .
1968     27           .           .           .           .           .           .
1968     28           .           .           .           .           .           .
1968     29           .           .           .           .           .           .
1968     30           .           .           .           .           .           .
1968     31           .           .           .           .           .           .
1968     32     0.07592     0.01907     0.04125     0.01440     0.00105     0.00016
1968     33     0.05393     0.01404     0.02745     0.01135     0.00094     0.00015
1968     34     0.03982     0.01059     0.01894     0.00919     0.00093     0.00017
1968     35     0.03069     0.00841     0.01375     0.00746     0.00091     0.00015
1968     36     0.02302     0.00644     0.00969     0.00586     0.00088     0.00016
1968     37     0.01748     0.00487     0.00705     0.00462     0.00078     0.00016
1968     38     0.01383     0.00416     0.00516     0.00369     0.00068     0.00014
1968     39     0.01007     0.00309     0.00356     0.00273     0.00054     0.00016
1968     40     0.00701     0.00213     0.00240     0.00188     0.00046     0.00014
1968     41     0.00481     0.00137     0.00154     0.00141     0.00037     0.00013
1968     42     0.00320     0.00094     0.00097     0.00090     0.00029     0.00009
1968     43     0.00186     0.00060     0.00050     0.00053     0.00016     0.00007
1968     44     0.00090     0.00030     0.00024     0.00025     0.00008     0.00004
1968     45     0.00040     0.00012     0.00011     0.00011     0.00005     0.00002
1968     46     0.00017     0.00005     0.00005     0.00005     0.00001     0.00000
1968     47     0.00005     0.00001     0.00002     0.00001     0.00001     0.00000
1968     48     0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
1968     49     0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
1968     50     0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
1968     51     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
1968     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1968     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1968     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1968     55+          .           .           .           .           .           .
1969     12-          .           .           .           .           .           .
1969     13           .           .           .           .           .           .
1969     14           .           .           .           .           .           .
1969     15           .           .           .           .           .           .
1969     16           .           .           .           .           .           .
1969     17           .           .           .           .           .           .
1969     18           .           .           .           .           .           .
1969     19           .           .           .           .           .           .
1969     20           .           .           .           .           .           .
1969     21           .           .           .           .           .           .
1969     22           .           .           .           .           .           .
1969     23           .           .           .           .           .           .
1969     24           .           .           .           .           .           .
1969     25           .           .           .           .           .           .
1969     26           .           .           .           .           .           .
1969     27           .           .           .           .           .           .
1969     28           .           .           .           .           .           .
1969     29           .           .           .           .           .           .
1969     30           .           .           .           .           .           .
1969     31     0.10057     0.02862     0.05702     0.01397     0.00086     0.00010
1969     32     0.07388     0.02062     0.04015     0.01211     0.00088     0.00013
1969     33     0.05604     0.01568     0.02893     0.01043     0.00088     0.00012
1969     34     0.04372     0.01248     0.02110     0.00908     0.00091     0.00016
1969     35     0.03313     0.00957     0.01499     0.00752     0.00089     0.00015
1969     36     0.02512     0.00728     0.01084     0.00598     0.00085     0.00016
1969     37     0.02065     0.00608     0.00850     0.00503     0.00084     0.00019
1969     38     0.01585     0.00481     0.00613     0.00398     0.00075     0.00017
1969     39     0.01084     0.00320     0.00404     0.00283     0.00060     0.00016
1969     40     0.00803     0.00238     0.00281     0.00216     0.00052     0.00015
1969     41     0.00570     0.00168     0.00187     0.00160     0.00042     0.00014
1969     42     0.00365     0.00113     0.00112     0.00097     0.00032     0.00011
1969     43     0.00203     0.00068     0.00055     0.00056     0.00017     0.00008
1969     44     0.00096     0.00032     0.00026     0.00026     0.00007     0.00004
1969     45     0.00043     0.00012     0.00013     0.00011     0.00005     0.00002
1969     46     0.00020     0.00007     0.00006     0.00005     0.00001     0.00001
1969     47     0.00007     0.00002     0.00002     0.00002     0.00001     0.00001
1969     48     0.00003     0.00002     0.00001     0.00000     0.00000     0.00000
1969     49     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
1969     50     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
1969     51     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1969     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1969     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1969     54           .           .           .           .           .           .
1969     55+          .           .           .           .           .           .
1970     12-          .           .           .           .           .           .
1970     13           .           .           .           .           .           .
1970     14           .           .           .           .           .           .
1970     15           .           .           .           .           .           .
1970     16           .           .           .           .           .           .
1970     17           .           .           .           .           .           .
1970     18           .           .           .           .           .           .
1970     19           .           .           .           .           .           .
1970     20           .           .           .           .           .           .
1970     21           .           .           .           .           .           .
1970     22           .           .           .           .           .           .
1970     23           .           .           .           .           .           .
1970     24           .           .           .           .           .           .
1970     25           .           .           .           .           .           .
1970     26           .           .           .           .           .           .
1970     27           .           .           .           .           .           .
1970     28           .           .           .           .           .           .
1970     29           .           .           .           .           .           .
1970     30     0.12786     0.04331     0.07141     0.01232     0.00074     0.00008
1970     31     0.09679     0.03059     0.05382     0.01158     0.00072     0.00008
1970     32     0.07710     0.02336     0.04188     0.01096     0.00080     0.00010
1970     33     0.06133     0.01829     0.03189     0.01015     0.00089     0.00010
1970     34     0.04705     0.01421     0.02300     0.00885     0.00084     0.00015
1970     35     0.03667     0.01097     0.01694     0.00775     0.00087     0.00014
1970     36     0.03060     0.00927     0.01327     0.00701     0.00090     0.00015
1970     37     0.02372     0.00719     0.00991     0.00557     0.00087     0.00018
1970     38     0.01678     0.00499     0.00681     0.00404     0.00075     0.00019
1970     39     0.01249     0.00368     0.00481     0.00317     0.00067     0.00016
1970     40     0.00950     0.00284     0.00342     0.00249     0.00059     0.00015
1970     41     0.00647     0.00197     0.00221     0.00169     0.00046     0.00013
1970     42     0.00387     0.00120     0.00129     0.00098     0.00029     0.00011
1970     43     0.00213     0.00070     0.00064     0.00057     0.00016     0.00006
1970     44     0.00109     0.00037     0.00030     0.00029     0.00008     0.00005
1970     45     0.00048     0.00015     0.00014     0.00012     0.00005     0.00002
1970     46     0.00021     0.00008     0.00005     0.00005     0.00002     0.00001
1970     47     0.00008     0.00004     0.00001     0.00001     0.00001     0.00001
1970     48     0.00004     0.00002     0.00001     0.00001     0.00001     0.00000
1970     49     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
1970     50     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1970     51     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1970     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1970     53           .           .           .           .           .           .
1970     54           .           .           .           .           .           .
1970     55+          .           .           .           .           .           .
1971     12-          .           .           .           .           .           .
1971     13           .           .           .           .           .           .
1971     14           .           .           .           .           .           .
1971     15           .           .           .           .           .           .
1971     16           .           .           .           .           .           .
1971     17           .           .           .           .           .           .
1971     18           .           .           .           .           .           .
1971     19           .           .           .           .           .           .
1971     20           .           .           .           .           .           .
1971     21           .           .           .           .           .           .
1971     22           .           .           .           .           .           .
1971     23           .           .           .           .           .           .
1971     24           .           .           .           .           .           .
1971     25           .           .           .           .           .           .
1971     26           .           .           .           .           .           .
1971     27           .           .           .           .           .           .
1971     28           .           .           .           .           .           .
1971     29     0.15129     0.06326     0.07726     0.01017     0.00054     0.00006
1971     30     0.11930     0.04437     0.06417     0.01008     0.00062     0.00007
1971     31     0.09881     0.03381     0.05379     0.01048     0.00066     0.00008
