South Korea, Period fertility rates by calendar year, age and birth order (Lexis squares, age in completed years (ACY))
Last modified: 21/01/2025
Year    Age        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
2009     30     0.12638     0.06900     0.05019     0.00663     0.00049     0.00006
2009     31     0.12139     0.05699     0.05517     0.00848     0.00066     0.00008
2009     32     0.10664     0.04432     0.05210     0.00936     0.00076     0.00010
2009     33     0.08622     0.03127     0.04386     0.01006     0.00090     0.00012
2009     34     0.06744     0.02256     0.03400     0.00972     0.00100     0.00016
2009     35     0.04972     0.01568     0.02441     0.00852     0.00093     0.00019
2009     36     0.03520     0.01076     0.01650     0.00683     0.00089     0.00021
2009     37     0.02486     0.00759     0.01099     0.00533     0.00080     0.00015
2009     38     0.01727     0.00515     0.00705     0.00414     0.00074     0.00019
2009     39     0.01116     0.00339     0.00425     0.00274     0.00061     0.00017
2009     40     0.00732     0.00219     0.00256     0.00197     0.00046     0.00014
2009     41     0.00443     0.00127     0.00138     0.00130     0.00036     0.00012
2009     42     0.00263     0.00090     0.00075     0.00068     0.00021     0.00007
2009     43     0.00149     0.00045     0.00041     0.00044     0.00013     0.00006
2009     44     0.00079     0.00027     0.00018     0.00023     0.00007     0.00004
2009     45     0.00040     0.00016     0.00010     0.00010     0.00002     0.00002
2009     46     0.00021     0.00008     0.00004     0.00006     0.00002     0.00001
2009     47     0.00009     0.00004     0.00001     0.00002     0.00002     0.00000
2009     48     0.00006     0.00002     0.00001     0.00002     0.00001     0.00000
2009     49     0.00004     0.00001     0.00002     0.00001     0.00000     0.00000
2009     50     0.00003     0.00001     0.00001     0.00001     0.00001     0.00001
2009     51     0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2009     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2009     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2009     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2009     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2010     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2010     13     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2010     14     0.00009     0.00009     0.00000     0.00000     0.00000     0.00000
2010     15     0.00028     0.00028     0.00000     0.00000     0.00000     0.00000
2010     16     0.00057     0.00056     0.00001     0.00000     0.00000     0.00000
2010     17     0.00105     0.00101     0.00004     0.00000     0.00000     0.00000
2010     18     0.00179     0.00168     0.00011     0.00000     0.00000     0.00000
2010     19     0.00540     0.00511     0.00029     0.00000     0.00000     0.00000
2010     20     0.00809     0.00721     0.00083     0.00006     0.00000     0.00000
2010     21     0.01129     0.00898     0.00219     0.00012     0.00000     0.00000
2010     22     0.01539     0.01151     0.00360     0.00027     0.00000     0.00000
2010     23     0.02013     0.01447     0.00512     0.00051     0.00002     0.00000
2010     24     0.02731     0.01943     0.00710     0.00071     0.00006     0.00001
2010     25     0.03685     0.02585     0.00967     0.00118     0.00013     0.00002
2010     26     0.05340     0.03744     0.01413     0.00169     0.00012     0.00002
2010     27     0.07600     0.05316     0.02007     0.00254     0.00021     0.00002
2010     28     0.10003     0.06691     0.02909     0.00369     0.00027     0.00008
2010     29     0.11595     0.07088     0.03929     0.00534     0.00039     0.00004
2010     30     0.13400     0.07310     0.05249     0.00779     0.00055     0.00007
2010     31     0.13293     0.06352     0.05866     0.00988     0.00073     0.00014
2010     32     0.11966     0.04891     0.05787     0.01174     0.00096     0.00017
2010     33     0.09775     0.03553     0.04894     0.01204     0.00105     0.00019
2010     34     0.07762     0.02565     0.03881     0.01172     0.00125     0.00019
2010     35     0.05963     0.01830     0.02911     0.01065     0.00136     0.00022
2010     36     0.04296     0.01275     0.01980     0.00896     0.00122     0.00022
2010     37     0.02929     0.00840     0.01279     0.00687     0.00103     0.00019
2010     38     0.02066     0.00597     0.00861     0.00497     0.00088     0.00023
2010     39     0.01402     0.00399     0.00550     0.00366     0.00072     0.00015
2010     40     0.00888     0.00261     0.00312     0.00241     0.00059     0.00016
2010     41     0.00532     0.00151     0.00173     0.00154     0.00038     0.00015
2010     42     0.00302     0.00088     0.00093     0.00086     0.00028     0.00008
2010     43     0.00169     0.00054     0.00046     0.00045     0.00018     0.00006
2010     44     0.00095     0.00028     0.00026     0.00028     0.00008     0.00005
2010     45     0.00048     0.00016     0.00012     0.00015     0.00004     0.00002
2010     46     0.00021     0.00010     0.00003     0.00006     0.00001     0.00001
2010     47     0.00015     0.00007     0.00003     0.00004     0.00000     0.00000
2010     48     0.00006     0.00003     0.00000     0.00002     0.00000     0.00000
2010     49     0.00004     0.00002     0.00001     0.00001     0.00000     0.00000
2010     50     0.00006     0.00002     0.00001     0.00003     0.00001     0.00000
2010     51     0.00005     0.00001     0.00001     0.00002     0.00001     0.00000
2010     52     0.00002     0.00001     0.00001     0.00001     0.00000     0.00000
2010     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2010     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2010     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2011     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2011     13     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2011     14     0.00005     0.00005     0.00000     0.00000     0.00000     0.00000
2011     15     0.00019     0.00019     0.00000     0.00000     0.00000     0.00000
2011     16     0.00050     0.00049     0.00002     0.00000     0.00000     0.00000
2011     17     0.00099     0.00095     0.00005     0.00000     0.00000     0.00000
2011     18     0.00196     0.00181     0.00014     0.00001     0.00000     0.00000
2011     19     0.00525     0.00498     0.00026     0.00001     0.00000     0.00000
2011     20     0.00827     0.00739     0.00085     0.00003     0.00000     0.00000
2011     21     0.01199     0.00966     0.00221     0.00011     0.00001     0.00000
2011     22     0.01482     0.01135     0.00324     0.00022     0.00001     0.00000
2011     23     0.02072     0.01492     0.00523     0.00056     0.00001     0.00001
2011     24     0.02716     0.01947     0.00678     0.00085     0.00006     0.00000
2011     25     0.03694     0.02619     0.00935     0.00129     0.00009     0.00001
2011     26     0.05120     0.03649     0.01279     0.00177     0.00013     0.00003
2011     27     0.07459     0.05280     0.01886     0.00269     0.00020     0.00004
2011     28     0.09767     0.06673     0.02677     0.00384     0.00030     0.00003
2011     29     0.11612     0.07303     0.03703     0.00559     0.00041     0.00006
2011     30     0.12392     0.07045     0.04589     0.00695     0.00057     0.00006
2011     31     0.13283     0.06496     0.05676     0.01019     0.00080     0.00012
2011     32     0.12269     0.05269     0.05697     0.01194     0.00096     0.00014
2011     33     0.10541     0.03938     0.05153     0.01322     0.00112     0.00016
2011     34     0.08214     0.02767     0.04073     0.01241     0.00116     0.00017
2011     35     0.06410     0.01996     0.03097     0.01169     0.00122     0.00026
2011     36     0.04697     0.01418     0.02195     0.00935     0.00128     0.00021
2011     37     0.03327     0.00982     0.01467     0.00742     0.00114     0.00022
2011     38     0.02268     0.00665     0.00934     0.00553     0.00094     0.00021
2011     39     0.01516     0.00458     0.00595     0.00366     0.00077     0.00021
2011     40     0.01018     0.00309     0.00377     0.00257     0.00059     0.00016
2011     41     0.00615     0.00187     0.00204     0.00167     0.00045     0.00012
2011     42     0.00345     0.00105     0.00103     0.00095     0.00033     0.00010
2011     43     0.00177     0.00055     0.00050     0.00051     0.00016     0.00006
2011     44     0.00094     0.00030     0.00023     0.00025     0.00013     0.00003
2011     45     0.00049     0.00019     0.00010     0.00013     0.00006     0.00002
2011     46     0.00028     0.00011     0.00006     0.00006     0.00004     0.00001
2011     47     0.00014     0.00005     0.00003     0.00003     0.00001     0.00002
2011     48     0.00010     0.00004     0.00002     0.00004     0.00001     0.00000
2011     49     0.00007     0.00003     0.00002     0.00002     0.00001     0.00000
2011     50     0.00007     0.00001     0.00001     0.00003     0.00001     0.00001
2011     51     0.00005     0.00001     0.00001     0.00002     0.00001     0.00001
2011     52     0.00002     0.00000     0.00000     0.00001     0.00000     0.00000
2011     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2011     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2011     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2012     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2012     13     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2012     14     0.00008     0.00008     0.00000     0.00000     0.00000     0.00000
2012     15     0.00023     0.00022     0.00001     0.00000     0.00000     0.00000
2012     16     0.00055     0.00054     0.00001     0.00000     0.00000     0.00000
2012     17     0.00114     0.00110     0.00004     0.00000     0.00000     0.00000
2012     18     0.00203     0.00190     0.00013     0.00000     0.00000     0.00000
2012     19     0.00479     0.00443     0.00034     0.00002     0.00000     0.00000
2012     20     0.00763     0.00676     0.00083     0.00004     0.00000     0.00000
2012     21     0.01105     0.00870     0.00223     0.00012     0.00000     0.00000
2012     22     0.01561     0.01165     0.00368     0.00028     0.00001     0.00000
2012     23     0.01995     0.01438     0.00504     0.00051     0.00002     0.00000
2012     24     0.02744     0.01943     0.00714     0.00083     0.00004     0.00001
2012     25     0.03692     0.02607     0.00947     0.00125     0.00012     0.00001
2012     26     0.05166     0.03666     0.01295     0.00186     0.00016     0.00003
2012     27     0.07306     0.05194     0.01821     0.00262     0.00023     0.00005
2012     28     0.09701     0.06669     0.02595     0.00400     0.00033     0.00004
2012     29     0.11686     0.07531     0.03599     0.00512     0.00040     0.00004
2012     30     0.13375     0.07804     0.04797     0.00706     0.00056     0.00012
2012     31     0.13377     0.06969     0.05416     0.00908     0.00075     0.00010
2012     32     0.13008     0.05832     0.05922     0.01141     0.00099     0.00014
2012     33     0.11212     0.04463     0.05350     0.01260     0.00119     0.00020
2012     34     0.09243     0.03283     0.04558     0.01253     0.00124     0.00025
2012     35     0.06999     0.02276     0.03421     0.01155     0.00122     0.00025
2012     36     0.05169     0.01601     0.02437     0.00977     0.00133     0.00022
2012     37     0.03639     0.01103     0.01654     0.00745     0.00116     0.00021
2012     38     0.02560     0.00786     0.01090     0.00563     0.00094     0.00027
2012     39     0.01659     0.00526     0.00660     0.00376     0.00080     0.00018
2012     40     0.01108     0.00347     0.00417     0.00264     0.00063     0.00016
2012     41     0.00682     0.00208     0.00240     0.00172     0.00047     0.00015
2012     42     0.00387     0.00120     0.00125     0.00100     0.00031     0.00012
2012     43     0.00202     0.00068     0.00052     0.00055     0.00018     0.00008
2012     44     0.00092     0.00029     0.00025     0.00027     0.00007     0.00004
2012     45     0.00054     0.00015     0.00014     0.00015     0.00006     0.00003
2012     46     0.00023     0.00009     0.00004     0.00006     0.00003     0.00001
2012     47     0.00007     0.00002     0.00002     0.00002     0.00001     0.00001
2012     48     0.00006     0.00003     0.00002     0.00001     0.00001     0.00000
2012     49     0.00006     0.00002     0.00000     0.00002     0.00000     0.00000
2012     50     0.00005     0.00002     0.00000     0.00002     0.00001     0.00001
2012     51     0.00003     0.00001     0.00001     0.00001     0.00001     0.00000
2012     52     0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2012     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2012     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2012     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2013     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2013     13     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2013     14     0.00006     0.00006     0.00000     0.00000     0.00000     0.00000
2013     15     0.00024     0.00024     0.00000     0.00000     0.00000     0.00000
2013     16     0.00065     0.00063     0.00002     0.00000     0.00000     0.00000
2013     17     0.00112     0.00107     0.00005     0.00000     0.00000     0.00000
2013     18     0.00200     0.00183     0.00017     0.00001     0.00000     0.00000
2013     19     0.00455     0.00421     0.00031     0.00002     0.00000     0.00000
2013     20     0.00718     0.00629     0.00085     0.00004     0.00000     0.00000
2013     21     0.00986     0.00792     0.00184     0.00010     0.00001     0.00000
2013     22     0.01321     0.01000     0.00301     0.00020     0.00001     0.00000
2013     23     0.01756     0.01249     0.00462     0.00043     0.00003     0.00000
2013     24     0.02343     0.01651     0.00609     0.00074     0.00007     0.00001
2013     25     0.03233     0.02253     0.00852     0.00118     0.00009     0.00001
2013     26     0.04361     0.03052     0.01136     0.00157     0.00015     0.00001
2013     27     0.06279     0.04434     0.01590     0.00232     0.00019     0.00004
2013     28     0.08410     0.05794     0.02276     0.00302     0.00031     0.00007
2013     29     0.10178     0.06614     0.03084     0.00438     0.00036     0.00005
2013     30     0.11620     0.06952     0.04036     0.00582     0.00042     0.00008
2013     31     0.12341     0.06634     0.04847     0.00788     0.00061     0.00011
2013     32     0.11670     0.05519     0.05111     0.00951     0.00076     0.00013
2013     33     0.10719     0.04471     0.04967     0.01154     0.00109     0.00017
2013     34     0.08949     0.03366     0.04289     0.01162     0.00112     0.00020
2013     35     0.07092     0.02415     0.03440     0.01094     0.00120     0.00022
2013     36     0.05184     0.01704     0.02429     0.00921     0.00111     0.00019
2013     37     0.03713     0.01136     0.01692     0.00747     0.00111     0.00027
2013     38     0.02548     0.00808     0.01093     0.00538     0.00084     0.00024
2013     39     0.01711     0.00550     0.00685     0.00391     0.00066     0.00019
2013     40     0.01094     0.00346     0.00427     0.00246     0.00057     0.00018
2013     41     0.00643     0.00200     0.00232     0.00158     0.00040     0.00013
2013     42     0.00383     0.00120     0.00132     0.00094     0.00027     0.00010
2013     43     0.00205     0.00066     0.00059     0.00058     0.00015     0.00007
2013     44     0.00091     0.00031     0.00024     0.00023     0.00008     0.00005
2013     45     0.00040     0.00012     0.00010     0.00011     0.00005     0.00002
2013     46     0.00015     0.00004     0.00004     0.00005     0.00001     0.00001
2013     47     0.00006     0.00000     0.00001     0.00002     0.00002     0.00000
2013     48     0.00004     0.00001     0.00000     0.00001     0.00001     0.00000
2013     49     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2013     50     0.00002     0.00000     0.00000     0.00001     0.00000     0.00000
2013     51     0.00002     0.00000     0.00000     0.00001     0.00000     0.00000
2013     52     0.00001     0.00000     0.00000     0.00001     0.00000     0.00000
2013     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2013     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2013     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014     13     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2014     14     0.00007     0.00007     0.00000     0.00000     0.00000     0.00000
2014     15     0.00017     0.00016     0.00000     0.00000     0.00000     0.00000
2014     16     0.00058     0.00057     0.00001     0.00000     0.00000     0.00000
2014     17     0.00102     0.00095     0.00006     0.00000     0.00000     0.00000
2014     18     0.00186     0.00174     0.00012     0.00000     0.00000     0.00000
2014     19     0.00412     0.00379     0.00032     0.00001     0.00000     0.00000
2014     20     0.00672     0.00584     0.00081     0.00006     0.00000     0.00000
2014     21     0.00910     0.00733     0.00166     0.00011     0.00000     0.00000
2014     22     0.01230     0.00916     0.00286     0.00027     0.00001     0.00000
2014     23     0.01612     0.01147     0.00421     0.00042     0.00002     0.00000
2014     24     0.02251     0.01567     0.00609     0.00068     0.00006     0.00001
2014     25     0.03038     0.02105     0.00819     0.00103     0.00009     0.00002
2014     26     0.04302     0.02991     0.01152     0.00141     0.00017     0.00002
2014     27     0.06093     0.04324     0.01522     0.00222     0.00022     0.00003
2014     28     0.08124     0.05614     0.02162     0.00311     0.00032     0.00005
2014     29     0.10032     0.06579     0.03006     0.00411     0.00031     0.00005
2014     30     0.11824     0.07190     0.04002     0.00578     0.00048     0.00006
2014     31     0.12542     0.06932     0.04793     0.00746     0.00065     0.00005
2014     32     0.12227     0.05990     0.05230     0.00908     0.00084     0.00015
2014     33     0.10813     0.04728     0.04950     0.01028     0.00092     0.00014
2014     34     0.09379     0.03661     0.04452     0.01137     0.00113     0.00017
2014     35     0.07498     0.02703     0.03545     0.01097     0.00132     0.00021
2014     36     0.05717     0.01930     0.02692     0.00944     0.00126     0.00024
2014     37     0.03959     0.01298     0.01807     0.00731     0.00102     0.00022
2014     38     0.02786     0.00909     0.01217     0.00551     0.00089     0.00020
2014     39     0.01879     0.00623     0.00779     0.00387     0.00074     0.00016
2014     40     0.01202     0.00378     0.00486     0.00269     0.00053     0.00015
2014     41     0.00699     0.00236     0.00251     0.00160     0.00035     0.00016
2014     42     0.00414     0.00138     0.00141     0.00100     0.00025     0.00011
2014     43     0.00222     0.00075     0.00070     0.00055     0.00018     0.00005
2014     44     0.00104     0.00034     0.00028     0.00030     0.00007     0.00004
2014     45     0.00039     0.00011     0.00012     0.00011     0.00004     0.00001
2014     46     0.00017     0.00004     0.00005     0.00005     0.00002     0.00000
2014     47     0.00009     0.00001     0.00002     0.00003     0.00001     0.00000
2014     48     0.00003     0.00001     0.00001     0.00001     0.00001     0.00000
2014     49     0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2014     50     0.00002     0.00001     0.00001     0.00001     0.00000     0.00000
2014     51     0.00002     0.00001     0.00000     0.00001     0.00000     0.00000
2014     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2014     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2014     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015     13     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2015     14     0.00005     0.00005     0.00000     0.00000     0.00000     0.00000
2015     15     0.00017     0.00017     0.00000     0.00000     0.00000     0.00000
2015     16     0.00048     0.00046     0.00001     0.00000     0.00000     0.00000
2015     17     0.00092     0.00088     0.00003     0.00000     0.00000     0.00000
2015     18     0.00143     0.00131     0.00012     0.00000     0.00000     0.00000
2015     19     0.00386     0.00353     0.00032     0.00002     0.00000     0.00000
2015     20     0.00585     0.00508     0.00070     0.00007     0.00000     0.00000
2015     21     0.00839     0.00665     0.00163     0.00010     0.00001     0.00000
2015     22     0.01153     0.00840     0.00288     0.00023     0.00002     0.00000
2015     23     0.01600     0.01133     0.00417     0.00045     0.00004     0.00001
2015     24     0.02118     0.01483     0.00565     0.00065     0.00005     0.00001
2015     25     0.02972     0.02074     0.00792     0.00095     0.00010     0.00001
2015     26     0.04153     0.02888     0.01085     0.00165     0.00013     0.00003
2015     27     0.05986     0.04199     0.01538     0.00228     0.00019     0.00002
2015     28     0.08202     0.05732     0.02143     0.00293     0.00026     0.00008
2015     29     0.10119     0.06776     0.02893     0.00405     0.00038     0.00007
2015     30     0.11760     0.07384     0.03803     0.00514     0.00050     0.00009
2015     31     0.12779     0.07282     0.04707     0.00724     0.00057     0.00009
2015     32     0.12660     0.06377     0.05340     0.00857     0.00073     0.00012
2015     33     0.11630     0.05225     0.05256     0.01039     0.00092     0.00017
2015     34     0.09660     0.03921     0.04555     0.01067     0.00097     0.00019
2015     35     0.08036     0.02991     0.03841     0.01070     0.00112     0.00022
2015     36     0.06210     0.02178     0.02924     0.00969     0.00118     0.00021
2015     37     0.04465     0.01505     0.02051     0.00771     0.00116     0.00022
2015     38     0.03121     0.01049     0.01378     0.00570     0.00103     0.00021
2015     39     0.02072     0.00709     0.00867     0.00399     0.00077     0.00019
2015     40     0.01313     0.00457     0.00518     0.00269     0.00052     0.00017
2015     41     0.00791     0.00284     0.00288     0.00165     0.00040     0.00014
2015     42     0.00446     0.00164     0.00155     0.00093     0.00025     0.00009
2015     43     0.00225     0.00085     0.00073     0.00048     0.00013     0.00006
2015     44     0.00114     0.00040     0.00033     0.00027     0.00008     0.00005
2015     45     0.00048     0.00014     0.00014     0.00011     0.00006     0.00003
2015     46     0.00018     0.00006     0.00006     0.00006     0.00001     0.00000
2015     47     0.00004     0.00001     0.00001     0.00001     0.00001     0.00000
2015     48     0.00002     0.00000     0.00000     0.00001     0.00000     0.00000
2015     49     0.00003     0.00001     0.00001     0.00001     0.00001     0.00000
2015     50     0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2015     51     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2015     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2015     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     13     0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2016     14     0.00005     0.00005     0.00000     0.00000     0.00000     0.00000
2016     15     0.00018     0.00018     0.00000     0.00000     0.00000     0.00000
2016     16     0.00039     0.00037     0.00001     0.00000     0.00000     0.00000
2016     17     0.00085     0.00081     0.00003     0.00000     0.00000     0.00000
2016     18     0.00147     0.00135     0.00011     0.00001     0.00000     0.00000
2016     19     0.00317     0.00290     0.00025     0.00003     0.00000     0.00000
2016     20     0.00557     0.00482     0.00071     0.00004     0.00000     0.00000
2016     21     0.00762     0.00600     0.00152     0.00009     0.00001     0.00000
2016     22     0.01026     0.00754     0.00251     0.00019     0.00002     0.00000
2016     23     0.01421     0.00993     0.00381     0.00042     0.00004     0.00001
2016     24     0.01954     0.01370     0.00519     0.00058     0.00006     0.00000
2016     25     0.02647     0.01820     0.00717     0.00101     0.00008     0.00000
2016     26     0.03857     0.02694     0.01003     0.00147     0.00012     0.00001
2016     27     0.05382     0.03854     0.01307     0.00199     0.00018     0.00002
2016     28     0.07367     0.05168     0.01878     0.00292     0.00024     0.00004
2016     29     0.09184     0.06100     0.02670     0.00380     0.00030     0.00004
2016     30     0.10873     0.06840     0.03478     0.00496     0.00047     0.00011
2016     31     0.11986     0.06949     0.04313     0.00660     0.00053     0.00011
2016     32     0.11928     0.06172     0.04859     0.00816     0.00070     0.00012
2016     33     0.11040     0.05142     0.04858     0.00944     0.00081     0.00014
2016     34     0.09593     0.04018     0.04454     0.01006     0.00096     0.00019
2016     35     0.07705     0.02951     0.03661     0.00977     0.00099     0.00018
2016     36     0.06182     0.02260     0.02889     0.00910     0.00104     0.00020
2016     37     0.04578     0.01591     0.02085     0.00766     0.00112     0.00025
2016     38     0.03203     0.01118     0.01413     0.00563     0.00088     0.00023
2016     39     0.02154     0.00749     0.00889     0.00419     0.00076     0.00021
2016     40     0.01395     0.00497     0.00553     0.00273     0.00054     0.00017
2016     41     0.00849     0.00312     0.00315     0.00167     0.00044     0.00010
2016     42     0.00473     0.00179     0.00166     0.00097     0.00022     0.00009
2016     43     0.00247     0.00089     0.00077     0.00056     0.00019     0.00007
2016     44     0.00119     0.00039     0.00039     0.00029     0.00008     0.00004
2016     45     0.00048     0.00016     0.00015     0.00013     0.00003     0.00001
2016     46     0.00022     0.00008     0.00005     0.00005     0.00002     0.00001
2016     47     0.00007     0.00002     0.00002     0.00002     0.00001     0.00000
2016     48     0.00003     0.00000     0.00001     0.00001     0.00001     0.00000
2016     49     0.00002     0.00002     0.00000     0.00000     0.00000     0.00000
2016     50     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2016     51     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2016     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     13     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     14     0.00002     0.00002     0.00000     0.00000     0.00000     0.00000
2017     15     0.00014     0.00014     0.00000     0.00000     0.00000     0.00000
2017     16     0.00043     0.00042     0.00001     0.00000     0.00000     0.00000
2017     17     0.00071     0.00068     0.00003     0.00000     0.00000     0.00000
2017     18     0.00109     0.00102     0.00007     0.00000     0.00000     0.00000
2017     19     0.00261     0.00239     0.00021     0.00002     0.00000     0.00000
2017     20     0.00458     0.00391     0.00059     0.00007     0.00001     0.00000
2017     21     0.00627     0.00492     0.00125     0.00010     0.00001     0.00000
2017     22     0.00890     0.00654     0.00210     0.00025     0.00002     0.00000
2017     23     0.01185     0.00836     0.00311     0.00035     0.00002     0.00000
2017     24     0.01598     0.01116     0.00417     0.00060     0.00005     0.00000
2017     25     0.02203     0.01495     0.00608     0.00089     0.00009     0.00001
2017     26     0.03218     0.02239     0.00835     0.00130     0.00010     0.00003
2017     27     0.04651     0.03246     0.01198     0.00188     0.00015     0.00003
2017     28     0.06378     0.04404     0.01701     0.00246     0.00024     0.00004
2017     29     0.07984     0.05297     0.02312     0.00337     0.00031     0.00007
2017     30     0.09389     0.05951     0.02961     0.00427     0.00043     0.00007
2017     31     0.10488     0.06104     0.03731     0.00583     0.00059     0.00012
2017     32     0.10615     0.05645     0.04190     0.00698     0.00069     0.00012
2017     33     0.09952     0.04775     0.04310     0.00778     0.00076     0.00013
2017     34     0.08742     0.03732     0.04021     0.00879     0.00092     0.00016
2017     35     0.07472     0.02969     0.03479     0.00905     0.00099     0.00021
2017     36     0.05714     0.02123     0.02667     0.00805     0.00104     0.00016
2017     37     0.04468     0.01631     0.02024     0.00691     0.00103     0.00017
2017     38     0.03248     0.01196     0.01401     0.00543     0.00088     0.00019
2017     39     0.02196     0.00830     0.00897     0.00380     0.00070     0.00019
2017     40     0.01424     0.00538     0.00561     0.00255     0.00054     0.00017
2017     41     0.00860     0.00339     0.00309     0.00164     0.00039     0.00009
2017     42     0.00496     0.00198     0.00171     0.00092     0.00025     0.00011
2017     43     0.00255     0.00108     0.00081     0.00046     0.00016     0.00004
2017     44     0.00113     0.00044     0.00032     0.00026     0.00007     0.00003
2017     45     0.00052     0.00020     0.00013     0.00013     0.00003     0.00003
2017     46     0.00019     0.00008     0.00006     0.00004     0.00002     0.00000
2017     47     0.00008     0.00004     0.00001     0.00001     0.00001     0.00001
2017     48     0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
2017     49     0.00002     0.00001     0.00000     0.00001     0.00000     0.00000
2017     50     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2017     51     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2017     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2018     12-    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2018     13     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2018     14     0.00003     0.00003     0.00000     0.00000     0.00000     0.00000
2018     15     0.00014     0.00014     0.00000     0.00000     0.00000     0.00000
2018     16     0.00031     0.00030     0.00001     0.00000     0.00000     0.00000
2018     17     0.00055     0.00052     0.00003     0.00000     0.00000     0.00000
2018     18     0.00090     0.00079     0.00010     0.00001     0.00000     0.00000
2018     19     0.00253     0.00229     0.00022     0.00002     0.00000     0.00000
2018     20     0.00419     0.00368     0.00048     0.00003     0.00000     0.00000
2018     21     0.00542     0.00435     0.00101     0.00006     0.00000     0.00000
2018     22     0.00764     0.00562     0.00183     0.00018     0.00001     0.00000
2018     23     0.01008     0.00706     0.00271     0.00030     0.00000     0.00001
2018     24     0.01339     0.00940     0.00348     0.00047     0.00003     0.00001
2018     25     0.01886     0.01295     0.00519     0.00067     0.00004     0.00001
2018     26     0.02667     0.01868     0.00697     0.00095     0.00004     0.00001
2018     27     0.03942     0.02795     0.00983     0.00153     0.00009     0.00003
2018     28     0.05454     0.03843     0.01410     0.00185     0.00014     0.00002
2018     29     0.06999     0.04731     0.01983     0.00262     0.00020     0.00003
